name,rate,votes
Leon Grill,4.0 ,336
Domino's Pizza,3.9 ,487
Lazeez Biryani,4.0 ,50
Polar Bear,4.1 ,322
Subway,3.7 ,167
The Waffle Yard,4.2 ,149
Burger King,4.0 ,559
McDonald's,3.9 ,281
New Oottupura Restaurant,3.5 ,226
Roy Hotel & Restaurant,4.0 ,124
Donne Biriyani Angadi Mane,3.8 ,161
Flavours Inn,3.7 ,59
Shahi Darbar Roll Centre,3.9 ,50
The Street Kitchen,3.7 ,16
Eggstacy,4.0 ,233
Shri Udupi Cafe,3.9 ,31
Panchami Garden,3.3 ,4
Pot Biryani,3.8 ,154
G8 Punjabi Tadka,3.7 ,15
Oottupura,2.6 ,166
The Krishna Grand,3.8 ,23
Gowdru Mane,3.6 ,26
Kitty's Cafe,3.6 ,43
Salaam Sigri Rolls & Kebabs,3.8 ,162
Just Bake,2.6 ,84
Toast And Salad,3.5 ,25
Flavors of North,3.3 ,240
KL-58 Thalassery Cafe,3.5 ,14
Bhukkad,3.3 ,6
Andhra Spice Mess,3.4 ,9
Sunaina Sapice,3.3 ,7
Rolls Kitchen,3.5 ,18
Banashankari Restaurant,3.6 ,24
KFC,3.9 ,581
Cinnamon - Grills and Gourmet,3.6 ,10
Chaat Street,4.1 ,675
Eat & Drink,3.5 ,15
Khan Saheb Grills and Rolls,3.7 ,114
Goli Vada Pav No. 1,3.7 ,38
Kusum Rolls,3.5 ,21
Mumbai Xpress,3.7 ,418
Deepak Paratha Plaza,3.5 ,18
Aditya Delights,3.7 ,59
Jeet Punjabi Tadka,3.5 ,17
Little Bites,3.8 ,184
Wow! Sikkim Momo,3.3 ,18
Sultan Rolls & Sandwiches,3.9 ,59
S L N Paratha Center,3.3 ,14
Bihar Bhojanalaya,3.1 ,14
Majaa Thindi,3.9 ,37
Pizza Stop,3.1 ,75
Udupi Tazza Thindi,3.2 ,7
Aarti Paratha & Rolls Corner,3.6 ,15
Kolkata Famous Katti Rolls,3.5 ,22
Ketty's Corner,3.3 ,4
Koithio Kitchen,3.3 ,4
Bengal Biriyani,2.9 ,28
Tasty Corner,3.6 ,13
Paratha Club,3.6 ,16
NOC Cafe & Catering,3.2 ,7
Wow Sikkim Momo's,3.5 ,11
Carbon Cup,3.5 ,12
Cafe Lassi Lab,3.3 ,6
Chetty's Coffee,3.9 ,267
Eatsaa,3.5 ,8
Gupshap,3.5 ,5
Qooked Restaurant,3.3 ,4
GET ur FIX @ Chote Miya,3.3 ,4
Donne Biryani & Egg Rice Adda,3.3 ,8
Kolkata Hot Roll,3.4 ,4
Ice Magic,3.4 ,6
Sun Cafe,3.3 ,4
Doner Bel,3.4 ,64
Shawarma & Kolkata Rolls,3.3 ,4
Om Sai Ram Food Junction,3.7 ,39
Tasty Fast Food,3.2 ,4
Five Star Chicken,3.7 ,32
New Curries & Spice Restaurant,2.9 ,7
Tripti Hotel & Restaurant,3.6 ,18
Totaram's Paranthas,3.5 ,140
Tandoori Delight,3.0 ,46
Donne Biryani Mane,3.8 ,62
Fresh Veg,2.7 ,94
Sri Krishna Bhavan Sweets,3.9 ,56
Kuttanadu Family Restaurant,3.6 ,17
Malgudi Natti Style Hotel,3.6 ,13
Kadamba Gardenia,3.6 ,74
The Momo Farm,3.7 ,25
Atithi Satkar,3.7 ,91
Bharath Restaurant,3.1 ,37
Wok Chow,3.9 ,164
Rotti Mane,3.5 ,27
Kishi's Cafe,3.5 ,14
Hyderabadi Bawarchi Multi Cuisine Restaurant,3.0 ,100
Kolkata Refreshments,3.0 ,14
Chinese Corner and Bengali Mess,3.5 ,28
Royal Garden Restaurant,3.6 ,12
Udupi South Saviruchi,3.7 ,15
Samba Shake N Juice,3.5 ,11
Sea Salt,3.7 ,18
Shree Sagar,2.9 ,16
South Saviruchi,3.3 ,7
Cheta's Kitchen,3.9 ,78
Hattke,3.5 ,27
Delight Fast Food & Restaurant,2.8 ,36
PRS Indian Food Restaurant,2.9 ,49
Tasty Box,3.0 ,29
Kamat Upahaar,2.8 ,28
Star Food County,3.4 ,11
Sketches,3.5 ,14
KurryWheels,3.4 ,8
Natural Veg,3.1 ,22
The Higher Taste,3.3 ,6
Kolkata Famous Kati Rolls,3.8 ,79
SKS Veg Corner,3.4 ,43
Bengaluru Cafe,3.3 ,4
Abzain Paradise,2.9 ,42
Mabra Family Restaurant,3.1 ,33
New Golden Emperor,3.7 ,229
Chapter One Bar | Maiin,4.2 ,997
Gilly's Restobar,4.5 ,2732
1522 - The Pub,4.3 ,969
Hammered,4.5 ,2935
Black Jack,3.7 ,318
B1,3.9 ,123
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,3.7 ,37
Gilly's Restobar,4.5 ,2732
Chapter One Bar | Maiin,4.2 ,997
1522 - The Pub,4.3 ,969
Hammered,4.5 ,2935
Chin Lung Resto-Bar,4.0 ,307
Black Jack,3.7 ,318
B1,3.9 ,123
Big Pitcher,4.6 ,9272
Peacock,4.0 ,861
Ministry of Food - Hilton Bangalore Embassy GolfLinks,4.2 ,473
Citrus - The Leela Palace,4.2 ,597
Limelight - Royal Orchid Hotel,3.9 ,428
20 Char - Sterlings MAC Hotel,4.0 ,427
Shebestan - Sterlings MAC Hotel,4.2 ,407
Java,3.7 ,39
Barbeque Nation,4.7 ,7261
LOFT38,4.3 ,3655
Little Italy,4.2 ,3305
Mainland China,4.4 ,1554
Dhaba - Estd 1986 Delhi,4.4 ,1522
Urban Tamaasha,4.1 ,880
Pasta Street,4.5 ,1670
Oye Amritsar,3.9 ,1488
Empire Restaurant,4.1 ,8286
Southindies,4.0 ,1231
The Kebab Room - Restaurant & Brewery,4.0 ,776
Zaica Dine & Wine,4.0 ,1021
Copper Chimney,4.2 ,97
Sidewalk Cafe & Bar - The Paul Bangalore,4.2 ,217
The Hub & The Bar - Hotel Ramada Encore,3.9 ,120
The Paramount Hotel,2.9 ,325
Flavors of India,3.5 ,6
Avanti Indian Barbeque & Grill,3.4 ,46
House Of Seitan,4.0 ,38
Cup Chronicles Cafe,3.9 ,58
Brown Crust Cafe,3.2 ,20
The Chocolate Heaven,3.8 ,139
Talk Over Table,4.0 ,287
Cafe Oleiva,3.4 ,6
9th Cross Cafe,3.6 ,12
Lavonne,4.4 ,1130
Smoor,4.6 ,1732
Ciclo Cafe,4.3 ,1331
Lazy Suzy,4.3 ,1258
Loveshack,4.0 ,1806
Chai Days,4.5 ,132
Bean Flickers,4.3 ,397
Chaipatty,3.0 ,1275
Tea Brew,4.1 ,1157
Infinitea Tea Room & Tea Store,4.3 ,771
Waffle Magic,4.2 ,592
The Ants Cafe & Store,3.9 ,1387
Smally's Resto Cafe,4.1 ,424
Mama Mia!,4.3 ,428
Gobble Up Churros Cafe,4.3 ,379
Cafe Braqa,4.1 ,147
Starbucks,4.2 ,591
Chantilly,4.1 ,124
Django,4.0 ,220
Tata Cha,3.9 ,681
Grubhouse,4.1 ,338
Eddy's Cafe,4.1 ,142
Lahe Lahe Santhe,3.8 ,20
D'Cafe,3.8 ,18
Lakeview Milkbar,2.9 ,544
UBCR,3.3 ,5
Barista,3.6 ,18
iSpice Resto Cafe,3.7 ,32
J's Cafe,3.9 ,155
Tea Journey,3.8 ,71
Costa Coffee,3.8 ,211
Cup Shup,2.8 ,185
Chai Cafe,3.9 ,49
Raenss Cafe,2.4 ,128
Breadworks,2.9 ,48
Cross Roads Cafe,3.0 ,59
Melting Spot,4.0 ,134
Cafe Velvette,3.4 ,11
Hot Spot Cafe,2.9 ,17
C-harge by Chefkraft,3.4 ,7
eat.fit,4.5 ,875
BOX8- Desi Meals,4.3 ,464
Kerala Pavilion,3.9 ,307
Chai Days,4.5 ,132
Ghar Ki Rasoi,3.1 ,50
Shanmukha,3.8 ,149
DinePost9,3.8 ,798
FreshMenu,3.8 ,1093
A 1 Pizza and Food,2.8 ,215
Chandni Chowk 2 Bangalore,4.2 ,252
New Krishna Sagar,3.5 ,35
XO Belgian Waffle,4.4 ,95
Dal Roti Sabji,4.1 ,86
Red Kitchen,3.4 ,154
Gurukrupa Paratha House,3.9 ,644
Burger King,4.0 ,1400
Donne Biriyani House,4.0 ,494
Empire Restaurant,4.1 ,8286
Sree Spicy Hub,3.9 ,234
Pathaan Sir,3.3 ,55
Zawaa Foods,3.4 ,42
Bharpur Aahar,3.9 ,419
Sri Udupi Park,4.2 ,781
Chakum Chukum Calcutta On A Roll,2.8 ,94
Kabab Souq,3.8 ,315
Chowpatty,3.9 ,929
Firangi Bake,3.9 ,58
Midnight Mania,4.0 ,731
Fresh Aahar,3.9 ,43
Lion King,3.8 ,76
Punjabi Tandoor,3.6 ,251
Roti Shotti,3.8 ,62
Khushi Kitchen,3.4 ,74
Chakh Le Foods,3.4 ,258
Khan Saheb Grills and Rolls,4.0 ,1074
Behrouz Biryani,4.0 ,88
Sagar Deluxe,3.4 ,161
The Paramount Hotel,2.9 ,325
Tripura Express,3.0 ,168
Delite Chaat House,4.0 ,454
FoodIshq,4.0 ,175
Corner House Ice Cream,4.7 ,2172
Mojo Pizza - 2X Toppings,4.2 ,227
Zaitoon,4.3 ,2032
Leon Grill,4.2 ,1344
Warm Oven,4.3 ,895
Kunda Biryani,3.8 ,198
Rajdhani Thali Restaurant,4.0 ,1137
Motis Kitchen,4.1 ,563
Meghana Foods,4.2 ,1774
Paradise,4.0 ,3268
Maravanthe,4.4 ,711
VSV Chettinad,3.3 ,73
New Punjabi Hotel,3.2 ,393
Chef's Cap Chinese Cuisine Restaurant,3.9 ,37
Hongkong Garden,3.9 ,310
Dindigul Thalappakatti,4.2 ,326
KFC,3.9 ,332
Potful,4.1 ,1135
The Good Bowl,3.7 ,15
Beijing Bites,3.2 ,292
Hyderabad Biryaani House,3.9 ,1626
Kya Khaoge,3.8 ,69
Andal Mess,3.2 ,136
Bathinda Dine,4.1 ,760
Django,4.0 ,220
B.M.W - Bhookh Mitaane Wala,3.7 ,510
Donne Biriyani Mane,3.8 ,149
The Paratha Stories,3.3 ,38
Taco Bell,4.1 ,393
Bhookha Sher,3.2 ,34
Ambur Hot Dum Biryani,3.1 ,47
Green Pepper,3.9 ,262
Punjabi's Food Corner,3.6 ,89
Hungree Belly,3.9 ,633
Aathurar,3.3 ,584
Moonlight Kitchens,3.9 ,128
Delhi Highway,4.4 ,3429
Pot Biryani,3.9 ,466
Asha Sweets Center,4.1 ,61
Plantain Leaf,3.9 ,531
KF's Biryani's and Kababs,3.4 ,17
Onesta,4.3 ,4709
Savoury Express,3.6 ,32
Sri Udupi Park,3.7 ,448
Cheesy Juicy Burgers,3.8 ,85
S P Dum Biryani,3.3 ,77
Night Food Joint,2.8 ,295
Namma Madurai,3.0 ,179
The Chocolate Heaven,3.8 ,139
Vietnamese Kitchen,4.1 ,536
Sri Udupi Deluxe,3.5 ,11
The Charcoal Factory,4.1 ,291
Shahi Darbar,3.2 ,5
Daba Delights,3.3 ,9
Swaadpurna,3.6 ,51
Brownie Heaven,4.3 ,132
Five Star Chicken,3.7 ,69
Food Lover,3.7 ,35
Chai Point,4.3 ,179
Rannaghar,3.9 ,144
Shalimar,4.0 ,160
Pizza Joint Food Junction,3.1 ,8
Night Food Delivery,2.9 ,24
Royal Kitchen,3.4 ,57
Pizza Hut,3.7 ,835
Imperial Restaurant,3.9 ,241
Cream Stone,4.2 ,743
PurpleBasil.in,4.4 ,460
The Biryanis,3.8 ,427
Kokomo,4.0 ,196
The Fatty Bao - Asian Gastro Bar,4.6 ,3818
Coast,3.2 ,68
Feel@Home,3.6 ,42
PreRit's Food Factory,3.7 ,74
Bangaliana,3.7 ,15
Nite Out,4.0 ,1113
UBQ by Barbeque Nation,3.6 ,17
Thai Chy,4.3 ,451
HomeDeli Kitchen,3.0 ,401
Bombay Sandwich Company,3.0 ,40
Momo Rice Noodles,3.2 ,87
Nando's,4.3 ,1235
Indiana Burgers,3.2 ,50
Seafood Place,4.1 ,298
Lepcha Foods & Refreshment,3.4 ,23
The Pizza Bakery,4.8 ,1781
Smoke House Deli,4.6 ,5446
Bangalore Mandarin,4.2 ,985
Biryani Trip,4.0 ,64
Srinidhi Sagar,3.9 ,164
Cupcake Bliss,3.6 ,8
Eatsomnia,3.5 ,435
Smally's Resto Cafe,4.1 ,424
Healthie,3.9 ,194
Samosa Singh,3.7 ,47
Thalis Of India,3.4 ,21
Andhra Ruchulu,4.0 ,51
Andhra Mess,3.2 ,129
Smoor,4.6 ,1732
Mota Bawarchi,3.8 ,57
Lassi Shop,4.0 ,215
Bharanis,3.5 ,18
Suryawanshi,4.1 ,453
Delicacy,3.9 ,652
The Waffles Hut,4.0 ,42
Krispy Kreme,4.1 ,261
Subway,3.6 ,108
Just Khao Suey,4.0 ,183
Mainland China,4.4 ,1554
Faasos,4.1 ,112
BFC Family Restaurant,3.2 ,426
Woodfire Pizza,3.3 ,32
Anand Sweets and Savouries,4.0 ,262
Annabell,4.0 ,269
Urban Tamaasha,4.1 ,880
Salt Mango Tree,4.2 ,255
Burma Burma,4.7 ,1674
Pizza Stop,3.2 ,166
Pasta Street,4.5 ,1670
Desi Chinese kitchen,4.0 ,27
Keventers,4.0 ,571
Mani's Dum Biryani,4.0 ,690
Kick Out the Jams,4.0 ,528
Cup Chronicles Cafe,3.9 ,58
Keto Kitchen,3.1 ,22
Crunch Pizzas - Express Delivery,3.0 ,239
Assi Tussi Lassi,3.7 ,27
Tango Bango,3.5 ,124
Tata Cha,3.9 ,681
Dhaba - Estd 1986 Delhi,4.4 ,1522
Karachi Bakery,3.9 ,63
YumYumDilli,3.6 ,54
Coastal Delight,4.1 ,198
Snacks Joint,3.7 ,186
AutoExpress - Hot Dogs,3.7 ,19
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,4.4 ,593
Monkey Bar,4.3 ,3888
Little Kolkata,3.9 ,96
Thunder Fried Chicken,3.6 ,181
Cita Pani,3.8 ,55
Mama Mia!,4.3 ,428
Glen's Bakehouse,4.3 ,5352
Not Just Parathas,3.8 ,170
Sweet Truth,3.9 ,29
Roll Er Dokaan,3.9 ,139
Snack House,3.9 ,26
Gokul Kuteera,3.9 ,260
Taste of Assam,3.3 ,26
Wow Paratha,3.9 ,38
Misal Darbar,3.0 ,25
Gowdru Hotel,3.9 ,203
Stoner,4.4 ,2699
No More Hungry,3.3 ,214
Dhyaana,4.3 ,156
Frozen Bottle,4.1 ,174
Roll Over,4.2 ,217
Cafe Grill,4.1 ,505
North Indies,3.8 ,27
Just Eat,3.4 ,18
Taiki,4.4 ,139
Thai House,4.2 ,232
Grand Hotel,3.6 ,57
Bombay Brasserie,4.4 ,1908
Ovenstory Pizza,4.0 ,108
Gobble Up Churros Cafe,4.3 ,379
Under The Tree,3.0 ,64
Treat,3.9 ,553
Aagaman Veg,4.0 ,560
Jonah's,4.1 ,1856
The Cake Mart,3.7 ,22
Paratha Corner,3.2 ,23
Crunch Pizzas,2.9 ,331
Tea Brew,4.1 ,1157
InnerChef,3.7 ,271
Bob's Restaurant,4.0 ,331
Hotel Karavali,3.7 ,264
Imli,3.8 ,1850
Sabari Juice Junction,4.1 ,132
Chung Wah Express,2.8 ,97
Mamagoto,4.4 ,2579
YumYumSouth,3.0 ,40
One Chu Restaurant,3.9 ,327
Clean Bowled,3.4 ,6
All Shook Up!,3.9 ,77
Grill Hut,3.6 ,84
Malabar,3.0 ,162
Mood For Food,4.0 ,151
Yomama!!,4.0 ,341
New Tandoor,3.5 ,293
Taza Tawa,3.8 ,170
Cafe Coffee Day,3.7 ,72
Vimmi's Cafe,2.7 ,30
The Belgian Waffle Co.,4.0 ,74
Manju's Kitchen,3.3 ,14
Biggies Burger 'n' More,4.3 ,195
Chung's Chinese Corner,2.7 ,290
Raat Ki Rani,4.3 ,267
Nizaam's Kaati Rolls & Kebabs,3.7 ,112
Chai Masthi,3.5 ,10
Fullyfilled,4.0 ,48
Big Chick Fried Chicken,3.5 ,11
Venus Biryani,3.1 ,149
Ibaco,4.0 ,292
Kobe Sizzlers,4.1 ,1503
Dakshin Biryani & Tiffin,3.4 ,334
Mother's Meal,3.8 ,134
Pathy's Kitchen,3.5 ,21
Just Kulfi,3.5 ,8
Asaivam Restaurant,4.0 ,71
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,3.9 ,87
The Yogisthaan Cafe,4.2 ,1216
Peace Restaurant,2.7 ,125
SGS Non Veg - Gundu Pulav,3.1 ,68
Red Chilliez,3.5 ,217
Ambur Star Briyani,3.8 ,26
Inhouse Burger,3.3 ,11
GMT - Gelateria Montecatini Terme,4.4 ,282
Chapati House,3.9 ,34
Breezy Cow Bar,3.8 ,25
The Cake House,3.7 ,30
Oye Amritsar,3.9 ,1488
Srinathji's,3.6 ,598
Little Italy,4.2 ,3305
Le Gateau - The Cake Shop,4.4 ,542
Crispy Fried Chicken,3.3 ,11
Gooey & Fluffy,3.9 ,90
Foodmazic,3.7 ,17
Domino's Pizza,3.0 ,7
Thanco's Naturals Ice Cream,3.6 ,21
Tayabbs,4.0 ,739
Stuffd,3.8 ,33
Grubhouse,4.1 ,338
Bites 2 Binge,3.7 ,19
Punjabi Dhaba,2.8 ,53
3 Leafs,3.7 ,128
Kalavara,3.4 ,14
Rotti Mane,3.6 ,18
UBCR,3.3 ,5
Hotel Devanand Kerala Restaurant,3.4 ,94
Pulimunchi,4.3 ,695
World In A Bowl,2.9 ,40
A2B - Adyar Ananda Bhavan,3.0 ,570
C Kosila Kitchen,3.1 ,8
Sethji Home Made Food,3.5 ,229
Chillikum,3.6 ,38
Rahhams,2.8 ,420
The Ganache Factory,4.1 ,42
Bat Chef,2.6 ,27
Tunday Kababi,3.8 ,724
Kolkata Rolls & Hot Dum Biriyani On Dial,3.5 ,22
Biriyani Zone,3.7 ,22
The Spicy Kitchen,3.1 ,17
Kitchen of Joy,4.2 ,580
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,3.1 ,54
Supreme Biryani,3.4 ,12
Desi Chinese,3.6 ,37
INDULGE by InnerChef,3.4 ,27
Bekal,4.0 ,282
Mid Night Hunting,3.7 ,127
Singh Saab,3.7 ,244
Shaap,4.0 ,241
Nutty Squirrel,3.6 ,12
Peacock,4.0 ,861
Snack'Ups,3.5 ,62
Fruit Face,3.7 ,24
Laddoos,2.9 ,228
Cake Palace,3.4 ,12
McDonald's,3.0 ,167
Kulcha Kulture,3.5 ,14
Kanti Sweets,4.0 ,125
Longlive Pizza,3.2 ,61
Bite Me Cupcakes,4.2 ,631
Bhavani Sri,3.0 ,112
Burger Bite House,3.1 ,4
Panda Foods,3.5 ,15
Raj Rasoi,3.5 ,12
Swaad,3.2 ,30
The Kitchen Chef,3.0 ,98
Umami & Beyond,3.7 ,24
Food Town,3.2 ,5
Wangs Kitchen,2.5 ,56
Copper Chimney,4.2 ,97
S.W.A.T Food Truck,3.7 ,217
Juicy,3.8 ,80
Shake It Off,4.2 ,164
Mad Over Biryani,3.5 ,10
Ciclo Cafe,4.3 ,1331
Chai Darbaar,3.1 ,7
Ice Cream Works,3.9 ,84
Baskin Robbins,3.7 ,47
Premium Bombay Kulfi,3.5 ,11
Kaayal,3.2 ,254
Popat,3.2 ,43
Paratha Xpress,3.5 ,8
Curries And Pickles,2.9 ,16
Kisna Cafe,3.6 ,12
Kartik's Mithai Shoppe,4.1 ,112
Budget Food,3.5 ,43
Bean Flickers,4.3 ,397
Boozers Bar & Kitchen,4.3 ,700
Spicy Corner,3.9 ,190
Swad Punjabi Dhaba,3.6 ,20
Spices,3.2 ,6
Kolkatta Famous Chat,3.7 ,23
Sidewalk Cafe & Bar - The Paul Bangalore,4.2 ,217
Cafe Braqa,4.1 ,147
Johny's Kitchen,4.1 ,60
Cake Dilim,3.3 ,8
Infinitea Tea Room & Tea Store,4.3 ,771
Meat and eat,3.2 ,14
North Indian Tadka,3.0 ,6
Chantilly,4.1 ,124
Ideal Kitchen,3.5 ,26
Green G Juice Bar,3.5 ,39
Wow Vada Pav,3.6 ,27
Ooty Chocolates,3.9 ,55
Kanteen 038,3.9 ,54
Cafe Soy,3.8 ,48
Galli Belly,3.4 ,9
Sri Krishna Sweets,3.7 ,33
Delhi Delight Food Cafe,3.1 ,28
Donne Biriyani Mane,3.8 ,162
Brea,3.4 ,34
Wats Ur Scoop?,4.0 ,56
Sri Ganesha Fruit Juice Centre,3.2 ,18
US Pizza,2.4 ,63
Pait Full,3.8 ,70
Cafe Terra,4.2 ,402
Desi Bytes,3.1 ,96
Drunken Monkey,3.9 ,210
Sai Donne Biryani,3.3 ,9
Dashabhuja Kitchen & Catering,3.0 ,12
20 Char - Sterlings MAC Hotel,4.0 ,427
Goli Vada Pav No. 1,3.5 ,34
Zaica Dine & Wine,4.0 ,1021
Raja Bhojaun,3.4 ,20
Kadamba Foodline,3.7 ,33
Big Mummy,4.0 ,223
Rajan's Cafe,2.8 ,79
Status,3.6 ,120
Meaza Ginger Multi Cuisine Restaurant,3.7 ,93
Chellappa's,3.2 ,115
Ice Creamist,3.2 ,25
Guns N Roses,3.6 ,23
Fire And Ice,3.7 ,19
DVG Benne Dosa,4.1 ,29
Chetty's Coffee,3.9 ,45
The Table,3.8 ,42
Kevins Kitchen,3.8 ,105
House of Torte,3.8 ,60
A3 Nuwang Kitchen,3.7 ,42
Suchithra Biryani House,3.7 ,287
Hotel Salala,3.8 ,73
Kulfi Point,3.4 ,5
iSpice Resto Cafe,3.7 ,32
Saka Eatery Outlet,3.7 ,42
CakeBerries,3.7 ,15
Troll,3.8 ,103
New Leaf Restaurant,3.7 ,59
Chefie,3.8 ,37
The Kitchen Bandit,3.2 ,44
Viceroy's Sarathi,3.8 ,139
Chef Fast Food,3.2 ,27
New Tandoor Fusion,3.1 ,4
Book My Cakes,3.3 ,4
Punjab Bistro,3.7 ,16
Amar Kolkata,3.2 ,6
The Brekkie Shop,3.8 ,61
Venad Kitchen,3.8 ,93
Lazy Suzy,4.3 ,1258
Little Orissa Restaurant,3.9 ,350
VRS Food Zone,3.3 ,5
Bangalore Durbar Fast Food,3.6 ,21
Ramji Chaiwale,3.9 ,124
Waah Chef,3.3 ,4
Nature's Restaurant,3.3 ,4
Chatora Singh,3.9 ,44
Chung Shan Chinese Restaurant,3.7 ,32
Paratha Plaza,3.7 ,156
ABC Grand,3.5 ,54
Bun Maska Chai,3.9 ,122
Sweet Chariot,3.5 ,25
Tea Journey,3.8 ,71
Fresh Bowl,3.3 ,4
Mummy's Kitchen,3.7 ,16
Hotel Hyperdine,2.5 ,66
Bhagini Icon Boutique Hotel,3.1 ,6
Hungry Walker,4.0 ,43
Loyal Food,3.2 ,17
Oyster Bay,3.2 ,5
Ginseng - Royal Orchid Hotel,3.9 ,172
Tuffreys,3.6 ,25
Eddy's Cafe,4.1 ,142
New Royal Paris Restaurant,3.4 ,14
McLeans Italian Pizzeria,3.4 ,30
Java,3.7 ,39
Simhapuri Mess,3.8 ,39
DilliBite,3.5 ,33
Friends Night Kitchen,3.8 ,110
Kumbakonam Degree Coffee,3.8 ,67
Momo Corner,3.8 ,22
Nandini Andhra Style Mess,3.4 ,28
Palki Restaurant,2.8 ,93
Raaga,3.8 ,300
Suvaai Restaurant,3.3 ,11
Shree Durga,3.2 ,7
24 Hours Cake Delivery,3.3 ,4
Nandanavanam,3.3 ,6
Juicemaker,3.4 ,32
Samosa Party,4.1 ,374
BabaYaga's,4.0 ,242
Ghar Ka Bhojan,3.3 ,7
L'inoui - The Leela Palace,3.5 ,9
Hello Resto-Pub,4.1 ,348
Mac Fast Food,2.7 ,50
Bake a Smile,3.4 ,9
SLV Andhra Mess,3.5 ,6
NH8,4.1 ,2099
Chungs Pavilion,3.9 ,249
Venus Bake Point,3.5 ,6
House Of Seitan,4.0 ,38
Raenss Cafe,2.4 ,128
Momscurry,2.7 ,19
FTB Restaurant,3.6 ,19
The Teal Door Cafe,4.2 ,1920
Grow Fit,3.9 ,113
Jiyan Swadista,3.4 ,10
Homemade Food,3.8 ,24
The Humming Tree,4.0 ,2432
Ambur Biriyani,3.2 ,4
Dine @ 9 Paratha Corner,3.6 ,33
Paisa Vasool,3.3 ,8
Woodstok,4.1 ,1054
Cup Shup,2.8 ,185
Achayyan's,3.8 ,410
Kadai Crust - Amma Veetu Samayal,3.8 ,263
The Ants Cafe & Store,3.9 ,1387
Gundappa Donne Biryani,2.6 ,91
Namdhari's Salad Bar,3.9 ,82
The Rolling Pin,4.1 ,76
AhimsaAmrit Green Cafe,3.7 ,19
Chai Cafe,3.9 ,49
La Madeleine Patisserie,3.9 ,71
Rudra Tiffin Service,3.3 ,4
Jiyo Natural,3.6 ,15
KrumbKraft,3.5 ,6
Melting Spot,4.0 ,134
Neffy's - Cakes & More,3.5 ,24
Yum Tum,3.4 ,7
Fudgy Love Designer Cakes,3.7 ,20
Cafe Velvette,3.4 ,11
Celeste's Kitchen,3.3 ,5
Taantraa - Organic Handbaking,3.7 ,28
Cross Roads Cafe,3.0 ,59
Smoodies,3.7 ,22
Cinnamon's Kitchen,3.7 ,25
Mayo N Burger,3.2 ,4
Mukati Kitchen,3.7 ,133
Soup Station,3.9 ,112
The Parotta Master,2.9 ,43
Byblos,4.2 ,1352
Cream Factory,3.9 ,54
Picante,3.6 ,23
Lono,4.2 ,241
Loveshack,4.0 ,1806
The French Loaf,3.5 ,137
Cafe Idly,2.9 ,35
Bottle & Glass,4.0 ,984
Tandoori Taal,4.3 ,1799
Knight Riders,2.4 ,25
Dal Chawal Roti,3.3 ,10
TFC - Tony's Food Corner,3.1 ,23
Just Bake,2.7 ,23
Magic Box,3.3 ,21
Bhartiya Jalpan,4.1 ,1098
Nandhana Palace,4.2 ,956
Sanchez Taqueria & Cantina,4.3 ,82
Aaha Andhra,4.2 ,820
Eat Well,3.5 ,33
Forage,4.2 ,215
Chaipatty,3.0 ,1275
Anjappar,3.8 ,777
Waffle Magic,4.2 ,592
Fai Dang,3.3 ,33
Talk Over Table,4.0 ,287
Chefkraft,3.9 ,146
New Punjabi Hotel,3.7 ,125
Nandhini Paradise,3.7 ,289
Santrupthi Khanavalli,3.4 ,4
The ThickShake Factory,4.0 ,124
Kasol Cafe,3.7 ,20
D'Cafe,3.8 ,18
Lakeview Milkbar,2.9 ,544
California Burrito,4.1 ,343
Madurai Idly Shop,3.8 ,731
Anju's Cafe,3.4 ,6
Tandoori Club,3.5 ,6
Liveat,3.7 ,35
J's Cafe,3.9 ,155
Jaishree Pavilion,3.7 ,36
Nami's Global Kitchen,3.3 ,6
Bombay Kulfi,3.7 ,21
Calcutta Victoria Chat House,3.6 ,219
Flavors of India,3.5 ,6
Bengaluru House,3.7 ,45
Frootality,4.0 ,215
Fazzito Kitchen,3.8 ,210
Tempteys,4.1 ,135
Walnut Kitchen,3.0 ,10
Sbarro,3.4 ,16
New Shanthi Sagar,2.8 ,119
SKY FOG,3.1 ,6
Allahabadi Tadaka,3.0 ,47
Avanti Indian Barbeque & Grill,3.4 ,46
Angel Mutton Leg Soup,3.5 ,25
Daily Bread,2.7 ,29
Ice Cubes,3.0 ,16
Choco Allure,3.4 ,5
Biryani Club,2.9 ,31
Kanti's,3.1 ,64
Bhikaram Chandmal Bhujiawala,3.7 ,70
Bangalore Grill House,3.2 ,6
Cafe Oleiva,3.4 ,6
Indian Spicy Food,3.2 ,4
Taste Of Nawaab's,3.6 ,22
New Khaayaal's Restaurant,3.0 ,106
La Mirch,3.2 ,5
Ambur Hot Dum Biriyani,3.1 ,6
C-harge by Chefkraft,3.4 ,7
The Tower Of Pizza,2.8 ,68
Night Panda,3.5 ,12
White Olives,3.4 ,32
Cream and Bakes,3.5 ,14
Late Night,2.8 ,43
Banarasi Tadka,2.7 ,16
Bombay Kulfis,3.3 ,4
Eggzotic,3.9 ,391
Kerala Vibes,3.6 ,80
